date,location,aqi,parameter
2023-05-04T12:47:48+00:00,Adelphi St,2.9,pm25
2023-05-04T12:47:43+00:00,20th Street btw 6th &amp; 7th Ave,6.7,pm25
2023-05-04T12:47:30+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T12:47:26+00:00,"Hoboken, NJ ",6.1,pm25
2023-05-04T12:47:26+00:00,PurpleRecords-2,11.4,pm25
2023-05-04T12:47:22+00:00,LESBreathe5,5.2,pm25
2023-05-04T12:47:21+00:00,Montgomery and JFK Blvd,2.9,pm25
2023-05-04T12:47:21+00:00,SunsetPark58th,8.4,pm25
2023-05-04T12:46:55+00:00,LESBreathe3,6.7,pm25
2023-05-04T12:46:51+00:00,PM - Chung Pak 4th Floor Rooftop,7.5,pm25
2023-05-04T12:46:47+00:00,LESBreathe2,7.9,pm25
2023-05-04T12:46:43+00:00,PM - Chung Pak 13th Floor Rooftop,4.2,pm25
2023-05-04T12:46:32+00:00,Red Hook Initiative,9.3,pm25
2023-05-04T12:46:23+00:00,LESBreathe1,5.3,pm25
2023-05-04T12:46:08+00:00,LES Breathe 4 - Williamsburg Bridge,8.1,pm25
2023-05-04T12:46:06+00:00,Purple Lorraine,9.5,pm25
2023-05-04T12:46:04+00:00,WESS EH s25,7.3,pm25
2023-05-04T12:46:03+00:00,NBN - Bushwick and McKibbin,5.1,pm25
2023-05-04T12:46:00+00:00,MottAir01 Chinatown,8.0,pm25
2023-05-04T12:45:59+00:00,W36stNYC2,8.3,pm25
2023-05-04T12:45:54+00:00,Beach JC,8.1,pm25
2023-05-04T12:45:48+00:00,Adelphi St,3.3,pm25
2023-05-04T12:45:42+00:00,20th Street btw 6th &amp; 7th Ave,7.3,pm25
2023-05-04T12:45:27+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T12:45:27+00:00,PurpleRecords-2,11.2,pm25
2023-05-04T12:45:26+00:00,"Hoboken, NJ ",5.6,pm25
2023-05-04T12:45:22+00:00,LESBreathe5,4.5,pm25
2023-05-04T12:45:21+00:00,SunsetPark58th,9.5,pm25
2023-05-04T12:45:21+00:00,Montgomery and JFK Blvd,2.0,pm25
2023-05-04T12:44:55+00:00,LESBreathe3,7.3,pm25
2023-05-04T12:44:47+00:00,LESBreathe2,6.3,pm25
2023-05-04T12:44:44+00:00,PM - Chung Pak 4th Floor Rooftop,8.4,pm25
2023-05-04T12:44:43+00:00,PM - Chung Pak 13th Floor Rooftop,4.8,pm25
2023-05-04T12:44:32+00:00,Red Hook Initiative,9.0,pm25
2023-05-04T12:44:26+00:00,Columbia St,8.9,pm25
2023-05-04T12:44:22+00:00,LESBreathe1,4.9,pm25
2023-05-04T12:44:03+00:00,WESS EH s25,7.9,pm25
2023-05-04T12:44:02+00:00,NBN - Bushwick and McKibbin,5.0,pm25
2023-05-04T12:44:00+00:00,MottAir01 Chinatown,8.3,pm25
2023-05-04T12:43:59+00:00,W36stNYC2,9.3,pm25
2023-05-04T12:43:54+00:00,Beach JC,8.3,pm25
2023-05-04T12:43:48+00:00,Adelphi St,2.5,pm25
2023-05-04T12:43:43+00:00,20th Street btw 6th &amp; 7th Ave,8.3,pm25
2023-05-04T12:43:32+00:00,Midtown-West,6.9,pm25
2023-05-04T12:43:27+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T12:43:26+00:00,"Hoboken, NJ ",5.2,pm25
2023-05-04T12:43:26+00:00,PurpleRecords-2,16.7,pm25
2023-05-04T12:43:22+00:00,LESBreathe5,3.8,pm25
2023-05-04T12:43:21+00:00,SunsetPark58th,9.4,pm25
2023-05-04T12:43:21+00:00,Montgomery and JFK Blvd,2.8,pm25
2023-05-04T12:42:55+00:00,LESBreathe3,7.7,pm25
2023-05-04T12:42:47+00:00,LESBreathe2,6.7,pm25
2023-05-04T12:42:44+00:00,PM - Chung Pak 4th Floor Rooftop,8.7,pm25
2023-05-04T12:42:43+00:00,PM - Chung Pak 13th Floor Rooftop,4.5,pm25
2023-05-04T12:42:40+00:00,WESS EH s25,7.7,pm25
2023-05-04T12:42:33+00:00,Red Hook Initiative,9.8,pm25
2023-05-04T12:42:23+00:00,LESBreathe1,4.9,pm25
2023-05-04T12:42:08+00:00,LES Breathe 4 - Williamsburg Bridge,7.6,pm25
2023-05-04T12:42:06+00:00,Purple Lorraine,10.4,pm25
2023-05-04T12:42:03+00:00,NBN - Bushwick and McKibbin,5.3,pm25
2023-05-04T12:42:00+00:00,MottAir01 Chinatown,8.8,pm25
2023-05-04T12:41:59+00:00,W36stNYC2,8.4,pm25
2023-05-04T12:41:54+00:00,Beach JC,7.9,pm25
2023-05-04T12:41:48+00:00,Adelphi St,4.1,pm25
2023-05-04T12:41:43+00:00,20th Street btw 6th &amp; 7th Ave,7.7,pm25
2023-05-04T12:41:32+00:00,Midtown-West,7.3,pm25
2023-05-04T12:41:27+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T12:41:26+00:00,PurpleRecords-2,12.4,pm25
2023-05-04T12:41:26+00:00,"Hoboken, NJ ",5.6,pm25
2023-05-04T12:41:22+00:00,LESBreathe5,3.7,pm25
2023-05-04T12:41:21+00:00,Montgomery and JFK Blvd,2.1,pm25
2023-05-04T12:41:21+00:00,SunsetPark58th,9.0,pm25
2023-05-04T12:40:55+00:00,LESBreathe3,8.0,pm25
2023-05-04T12:40:47+00:00,LESBreathe2,6.7,pm25
2023-05-04T12:40:44+00:00,PM - Chung Pak 4th Floor Rooftop,7.6,pm25
2023-05-04T12:40:42+00:00,PM - Chung Pak 13th Floor Rooftop,4.3,pm25
2023-05-04T12:40:32+00:00,Red Hook Initiative,10.5,pm25
2023-05-04T12:40:23+00:00,LESBreathe1,5.4,pm25
2023-05-04T12:40:21+00:00,Columbia St,11.2,pm25
2023-05-04T12:40:08+00:00,LES Breathe 4 - Williamsburg Bridge,6.8,pm25
2023-05-04T12:40:06+00:00,Purple Lorraine,9.7,pm25
2023-05-04T12:40:03+00:00,WESS EH s25,7.5,pm25
2023-05-04T12:40:02+00:00,NBN - Bushwick and McKibbin,5.8,pm25
2023-05-04T12:40:02+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T12:40:00+00:00,MottAir01 Chinatown,8.1,pm25
2023-05-04T12:39:59+00:00,W36stNYC2,8.5,pm25
2023-05-04T12:39:54+00:00,Beach JC,8.6,pm25
2023-05-04T12:39:48+00:00,Adelphi St,3.2,pm25
2023-05-04T12:39:43+00:00,20th Street btw 6th &amp; 7th Ave,7.8,pm25
2023-05-04T12:39:32+00:00,Midtown-West,4.6,pm25
2023-05-04T12:39:26+00:00,PurpleRecords-2,16.0,pm25
2023-05-04T12:39:26+00:00,"Hoboken, NJ ",4.9,pm25
2023-05-04T12:39:22+00:00,LESBreathe5,4.4,pm25
2023-05-04T12:39:21+00:00,SunsetPark58th,9.7,pm25
2023-05-04T12:39:21+00:00,Montgomery and JFK Blvd,2.6,pm25
2023-05-04T12:38:55+00:00,LESBreathe3,7.8,pm25
2023-05-04T12:38:47+00:00,LESBreathe2,6.6,pm25
2023-05-04T12:38:44+00:00,PM - Chung Pak 4th Floor Rooftop,8.2,pm25
2023-05-04T12:38:42+00:00,PM - Chung Pak 13th Floor Rooftop,4.8,pm25
2023-05-04T12:38:32+00:00,Red Hook Initiative,10.2,pm25
2023-05-04T12:38:22+00:00,Columbia St,10.0,pm25
2023-05-04T12:38:22+00:00,LESBreathe1,5.0,pm25
2023-05-04T12:38:17+00:00,Hell's Kitchen,5.8,pm25
2023-05-04T12:38:16+00:00,Driggs 285,6.4,pm25
2023-05-04T12:38:08+00:00,LES Breathe 4 - Williamsburg Bridge,8.3,pm25
2023-05-04T12:38:06+00:00,Purple Lorraine,10.4,pm25
2023-05-04T12:38:03+00:00,WESS EH s25,7.3,pm25
2023-05-04T12:38:03+00:00,NBN - Bushwick and McKibbin,5.2,pm25
2023-05-04T12:38:00+00:00,MottAir01 Chinatown,9.1,pm25
2023-05-04T12:37:59+00:00,W36stNYC2,8.0,pm25
2023-05-04T12:37:54+00:00,Beach JC,7.9,pm25
2023-05-04T12:37:48+00:00,Adelphi St,4.4,pm25
2023-05-04T12:37:43+00:00,20th Street btw 6th &amp; 7th Ave,7.7,pm25
2023-05-04T12:37:27+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T12:37:26+00:00,"Hoboken, NJ ",5.3,pm25
2023-05-04T12:37:26+00:00,PurpleRecords-2,13.1,pm25
2023-05-04T12:37:22+00:00,LESBreathe5,4.0,pm25
2023-05-04T12:37:21+00:00,SunsetPark58th,8.9,pm25
2023-05-04T12:37:21+00:00,Montgomery and JFK Blvd,3.9,pm25
2023-05-04T12:36:55+00:00,LESBreathe3,8.0,pm25
2023-05-04T12:36:47+00:00,LESBreathe2,5.9,pm25
2023-05-04T12:36:42+00:00,PM - Chung Pak 13th Floor Rooftop,3.7,pm25
2023-05-04T12:36:32+00:00,Red Hook Initiative,10.2,pm25
2023-05-04T12:36:22+00:00,LESBreathe1,6.0,pm25
2023-05-04T12:36:21+00:00,Columbia St,8.2,pm25
2023-05-04T12:36:03+00:00,NBN - Bushwick and McKibbin,7.1,pm25
2023-05-04T12:36:03+00:00,WESS EH s25,6.6,pm25
2023-05-04T12:36:00+00:00,MottAir01 Chinatown,8.4,pm25
2023-05-04T12:35:59+00:00,W36stNYC2,8.4,pm25
2023-05-04T12:35:54+00:00,Beach JC,7.7,pm25
2023-05-04T12:35:48+00:00,Adelphi St,4.6,pm25
2023-05-04T12:35:43+00:00,20th Street btw 6th &amp; 7th Ave,7.8,pm25
2023-05-04T12:35:28+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T12:35:27+00:00,PurpleRecords-2,11.6,pm25
2023-05-04T12:35:26+00:00,"Hoboken, NJ ",5.8,pm25
2023-05-04T12:35:22+00:00,SunsetPark58th,9.6,pm25
2023-05-04T12:35:22+00:00,Montgomery and JFK Blvd,4.2,pm25
2023-05-04T12:35:22+00:00,LESBreathe5,4.9,pm25
2023-05-04T12:34:55+00:00,LESBreathe3,7.9,pm25
2023-05-04T12:34:47+00:00,LESBreathe2,5.8,pm25
2023-05-04T12:34:47+00:00,PM - Chung Pak 4th Floor Rooftop,8.6,pm25
2023-05-04T12:34:42+00:00,PM - Chung Pak 13th Floor Rooftop,6.6,pm25
2023-05-04T12:34:32+00:00,Red Hook Initiative,9.5,pm25
2023-05-04T12:34:25+00:00,LESBreathe1,5.7,pm25
2023-05-04T12:34:03+00:00,WESS EH s25,6.8,pm25
2023-05-04T12:34:02+00:00,NBN - Bushwick and McKibbin,6.1,pm25
2023-05-04T12:34:00+00:00,MottAir01 Chinatown,7.9,pm25
2023-05-04T12:33:59+00:00,W36stNYC2,9.0,pm25
2023-05-04T12:33:54+00:00,Beach JC,8.6,pm25
2023-05-04T12:33:48+00:00,Adelphi St,3.9,pm25
2023-05-04T12:33:43+00:00,20th Street btw 6th &amp; 7th Ave,8.5,pm25
2023-05-04T12:33:31+00:00,Midtown-West,5.7,pm25
2023-05-04T12:33:28+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T12:33:26+00:00,"Hoboken, NJ ",5.7,pm25
2023-05-04T12:33:26+00:00,PurpleRecords-2,10.5,pm25
2023-05-04T12:33:22+00:00,LESBreathe5,4.6,pm25
2023-05-04T12:33:21+00:00,SunsetPark58th,8.6,pm25
2023-05-04T12:33:21+00:00,Montgomery and JFK Blvd,3.6,pm25
2023-05-04T12:32:55+00:00,LESBreathe3,7.5,pm25
2023-05-04T12:32:47+00:00,LESBreathe2,6.2,pm25
2023-05-04T12:32:46+00:00,PM - Chung Pak 4th Floor Rooftop,8.8,pm25
2023-05-04T12:32:42+00:00,PM - Chung Pak 13th Floor Rooftop,5.9,pm25
2023-05-04T12:32:32+00:00,Red Hook Initiative,8.2,pm25
2023-05-04T12:32:25+00:00,LESBreathe1,5.2,pm25
2023-05-04T12:32:03+00:00,NBN - Bushwick and McKibbin,5.4,pm25
2023-05-04T12:32:03+00:00,WESS EH s25,6.0,pm25
2023-05-04T12:32:00+00:00,W36stNYC2,9.1,pm25
2023-05-04T12:31:59+00:00,MottAir01 Chinatown,8.2,pm25
2023-05-04T12:31:54+00:00,Beach JC,8.0,pm25
2023-05-04T12:31:48+00:00,Adelphi St,4.6,pm25
2023-05-04T12:31:42+00:00,20th Street btw 6th &amp; 7th Ave,8.6,pm25
2023-05-04T12:31:27+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T12:31:26+00:00,"Hoboken, NJ ",6.0,pm25
2023-05-04T12:31:26+00:00,PurpleRecords-2,9.5,pm25
2023-05-04T12:31:22+00:00,LESBreathe5,4.4,pm25
2023-05-04T12:31:21+00:00,Montgomery and JFK Blvd,3.2,pm25
2023-05-04T12:31:21+00:00,SunsetPark58th,8.3,pm25
2023-05-04T12:30:55+00:00,LESBreathe3,6.7,pm25
2023-05-04T12:30:47+00:00,LESBreathe2,7.0,pm25
2023-05-04T12:30:44+00:00,PM - Chung Pak 4th Floor Rooftop,8.7,pm25
2023-05-04T12:30:42+00:00,PM - Chung Pak 13th Floor Rooftop,5.2,pm25
2023-05-04T12:30:32+00:00,Red Hook Initiative,8.3,pm25
2023-05-04T12:30:23+00:00,LESBreathe1,5.7,pm25
2023-05-04T12:30:03+00:00,NBN - Bushwick and McKibbin,6.2,pm25
2023-05-04T12:30:03+00:00,WESS EH s25,5.4,pm25
2023-05-04T12:29:59+00:00,MottAir01 Chinatown,8.4,pm25
2023-05-04T12:29:59+00:00,W36stNYC2,8.1,pm25
2023-05-04T12:29:54+00:00,Beach JC,8.6,pm25
2023-05-04T12:29:48+00:00,Adelphi St,4.5,pm25
2023-05-04T12:29:42+00:00,20th Street btw 6th &amp; 7th Ave,8.6,pm25
2023-05-04T12:29:27+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T12:29:26+00:00,"Hoboken, NJ ",6.6,pm25
2023-05-04T12:29:26+00:00,PurpleRecords-2,11.0,pm25
2023-05-04T12:29:22+00:00,LESBreathe5,5.0,pm25
2023-05-04T12:29:21+00:00,SunsetPark58th,9.0,pm25
2023-05-04T12:29:21+00:00,Montgomery and JFK Blvd,3.1,pm25
2023-05-04T12:28:55+00:00,LESBreathe3,8.6,pm25
2023-05-04T12:28:47+00:00,LESBreathe2,7.5,pm25
2023-05-04T12:28:44+00:00,PM - Chung Pak 4th Floor Rooftop,10.3,pm25
2023-05-04T12:28:42+00:00,PM - Chung Pak 13th Floor Rooftop,7.9,pm25
2023-05-04T12:28:32+00:00,Red Hook Initiative,8.8,pm25
2023-05-04T12:28:22+00:00,LESBreathe1,5.7,pm25
2023-05-04T12:28:17+00:00,Hell's Kitchen,6.4,pm25
2023-05-04T12:28:16+00:00,Driggs 285,6.1,pm25
2023-05-04T12:28:08+00:00,LES Breathe 4 - Williamsburg Bridge,9.3,pm25
2023-05-04T12:28:06+00:00,Purple Lorraine,9.8,pm25
2023-05-04T12:28:03+00:00,WESS EH s25,7.3,pm25
2023-05-04T12:28:03+00:00,NBN - Bushwick and McKibbin,6.3,pm25
2023-05-04T12:27:59+00:00,W36stNYC2,9.8,pm25
2023-05-04T12:27:59+00:00,MottAir01 Chinatown,8.2,pm25
2023-05-04T12:27:54+00:00,Beach JC,8.9,pm25
2023-05-04T12:27:48+00:00,Adelphi St,5.0,pm25
2023-05-04T12:27:42+00:00,20th Street btw 6th &amp; 7th Ave,10.8,pm25
2023-05-04T12:27:31+00:00,Midtown-West,4.8,pm25
2023-05-04T12:27:27+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T12:27:26+00:00,"Hoboken, NJ ",7.7,pm25
2023-05-04T12:27:26+00:00,PurpleRecords-2,10.1,pm25
2023-05-04T12:27:22+00:00,SunsetPark58th,9.1,pm25
2023-05-04T12:27:22+00:00,LESBreathe5,4.5,pm25
2023-05-04T12:26:55+00:00,LESBreathe3,7.8,pm25
2023-05-04T12:26:47+00:00,LESBreathe2,7.8,pm25
2023-05-04T12:26:44+00:00,PM - Chung Pak 4th Floor Rooftop,8.7,pm25
2023-05-04T12:26:42+00:00,PM - Chung Pak 13th Floor Rooftop,9.5,pm25
2023-05-04T12:26:40+00:00,WESS EH s25,6.1,pm25
2023-05-04T12:26:32+00:00,Red Hook Initiative,9.4,pm25
2023-05-04T12:26:25+00:00,LESBreathe1,5.5,pm25
2023-05-04T12:25:59+00:00,MottAir01 Chinatown,12.1,pm25
2023-05-04T12:25:59+00:00,W36stNYC2,10.7,pm25
2023-05-04T12:25:54+00:00,Beach JC,8.3,pm25
2023-05-04T12:25:48+00:00,Adelphi St,4.8,pm25
2023-05-04T12:25:42+00:00,20th Street btw 6th &amp; 7th Ave,7.8,pm25
2023-05-04T12:25:26+00:00,PurpleRecords-2,10.6,pm25
2023-05-04T12:25:25+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T12:25:25+00:00,"Hoboken, NJ ",8.0,pm25
2023-05-04T12:25:24+00:00,Montgomery and JFK Blvd,3.3,pm25
2023-05-04T12:25:24+00:00,SunsetPark58th,9.0,pm25
2023-05-04T12:25:22+00:00,LESBreathe5,4.5,pm25
2023-05-04T12:25:18+00:00,Red Hook Farms - Columbia Street Farm 1,9.8,pm25
2023-05-04T12:25:16+00:00,NBN- Norman &amp; Russell,7.8,pm25
2023-05-04T12:24:55+00:00,LESBreathe3,7.8,pm25
2023-05-04T12:24:47+00:00,LESBreathe2,6.9,pm25
2023-05-04T12:24:44+00:00,PM - Chung Pak 4th Floor Rooftop,9.7,pm25
2023-05-04T12:24:42+00:00,PM - Chung Pak 13th Floor Rooftop,7.4,pm25
2023-05-04T12:24:32+00:00,Red Hook Initiative,9.7,pm25
2023-05-04T12:24:29+00:00,Columbia St,7.6,pm25
2023-05-04T12:24:23+00:00,LESBreathe1,6.6,pm25
2023-05-04T12:24:03+00:00,WESS EH s25,6.1,pm25
2023-05-04T12:24:03+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T12:24:03+00:00,NBN - Bushwick and McKibbin,5.4,pm25
2023-05-04T12:23:59+00:00,W36stNYC2,10.0,pm25
2023-05-04T12:23:59+00:00,MottAir01 Chinatown,18.8,pm25
2023-05-04T12:23:54+00:00,Beach JC,8.8,pm25
2023-05-04T12:23:48+00:00,Adelphi St,4.8,pm25
2023-05-04T12:23:42+00:00,20th Street btw 6th &amp; 7th Ave,7.7,pm25
2023-05-04T12:23:26+00:00,PurpleRecords-2,9.7,pm25
2023-05-04T12:23:25+00:00,"Hoboken, NJ ",8.0,pm25
2023-05-04T12:23:22+00:00,LESBreathe5,4.6,pm25
2023-05-04T12:23:21+00:00,Montgomery and JFK Blvd,3.2,pm25
2023-05-04T12:23:21+00:00,SunsetPark58th,8.7,pm25
2023-05-04T12:22:55+00:00,LESBreathe3,6.9,pm25
2023-05-04T12:22:47+00:00,LESBreathe2,6.6,pm25
2023-05-04T12:22:43+00:00,PM - Chung Pak 4th Floor Rooftop,10.1,pm25
2023-05-04T12:22:42+00:00,PM - Chung Pak 13th Floor Rooftop,6.7,pm25
2023-05-04T12:22:32+00:00,Red Hook Initiative,8.4,pm25
2023-05-04T12:22:23+00:00,Columbia St,9.1,pm25
2023-05-04T12:22:22+00:00,LESBreathe1,6.3,pm25
2023-05-04T12:22:08+00:00,LES Breathe 4 - Williamsburg Bridge,8.3,pm25
2023-05-04T12:22:06+00:00,Purple Lorraine,10.2,pm25
2023-05-04T12:22:03+00:00,WESS EH s25,6.3,pm25
2023-05-04T12:22:03+00:00,NBN - Bushwick and McKibbin,5.4,pm25
2023-05-04T12:21:59+00:00,MottAir01 Chinatown,10.2,pm25
2023-05-04T12:21:59+00:00,W36stNYC2,10.5,pm25
2023-05-04T12:21:54+00:00,Beach JC,8.5,pm25
2023-05-04T12:21:48+00:00,Adelphi St,4.6,pm25
2023-05-04T12:21:42+00:00,20th Street btw 6th &amp; 7th Ave,7.8,pm25
2023-05-04T12:21:26+00:00,PurpleRecords-2,10.3,pm25
2023-05-04T12:21:25+00:00,"Hoboken, NJ ",8.0,pm25
2023-05-04T12:21:25+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T12:21:22+00:00,LESBreathe5,5.3,pm25
2023-05-04T12:21:21+00:00,Montgomery and JFK Blvd,5.0,pm25
2023-05-04T12:21:21+00:00,SunsetPark58th,8.8,pm25
2023-05-04T12:20:55+00:00,LESBreathe3,6.9,pm25
2023-05-04T12:20:47+00:00,LESBreathe2,6.8,pm25
2023-05-04T12:20:43+00:00,PM - Chung Pak 4th Floor Rooftop,11.4,pm25
2023-05-04T12:20:42+00:00,PM - Chung Pak 13th Floor Rooftop,5.8,pm25
2023-05-04T12:20:32+00:00,Red Hook Initiative,8.2,pm25
2023-05-04T12:20:22+00:00,LESBreathe1,6.7,pm25
2023-05-04T12:20:21+00:00,Columbia St,8.6,pm25
2023-05-04T12:20:17+00:00,Hell's Kitchen,7.3,pm25
2023-05-04T12:20:16+00:00,Driggs 285,7.7,pm25
2023-05-04T12:20:08+00:00,LES Breathe 4 - Williamsburg Bridge,8.9,pm25
2023-05-04T12:20:06+00:00,Purple Lorraine,10.4,pm25
2023-05-04T12:20:03+00:00,WESS EH s25,7.2,pm25
2023-05-04T12:20:03+00:00,NBN - Bushwick and McKibbin,5.4,pm25
2023-05-04T12:19:59+00:00,MottAir01 Chinatown,10.0,pm25
2023-05-04T12:19:59+00:00,W36stNYC2,8.7,pm25
2023-05-04T12:19:54+00:00,Beach JC,9.6,pm25
2023-05-04T12:19:48+00:00,Adelphi St,4.8,pm25
2023-05-04T12:19:42+00:00,20th Street btw 6th &amp; 7th Ave,7.8,pm25
2023-05-04T12:19:30+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T12:19:26+00:00,PurpleRecords-2,10.7,pm25
2023-05-04T12:19:25+00:00,"Hoboken, NJ ",7.4,pm25
2023-05-04T12:19:22+00:00,LESBreathe5,5.8,pm25
2023-05-04T12:19:22+00:00,Montgomery and JFK Blvd,3.5,pm25
2023-05-04T12:19:21+00:00,SunsetPark58th,8.6,pm25
2023-05-04T12:19:18+00:00,Red Hook Farms - Columbia Street Farm 1,8.8,pm25
2023-05-04T12:19:16+00:00,NBN- Norman &amp; Russell,7.1,pm25
2023-05-04T12:18:55+00:00,LESBreathe3,7.3,pm25
2023-05-04T12:18:47+00:00,LESBreathe2,6.4,pm25
2023-05-04T12:18:43+00:00,PM - Chung Pak 13th Floor Rooftop,6.9,pm25
2023-05-04T12:18:43+00:00,PM - Chung Pak 4th Floor Rooftop,9.3,pm25
2023-05-04T12:18:32+00:00,Red Hook Initiative,9.2,pm25
2023-05-04T12:18:25+00:00,Columbia St,9.4,pm25
2023-05-04T12:18:22+00:00,LESBreathe1,6.3,pm25
2023-05-04T12:18:17+00:00,Hell's Kitchen,6.7,pm25
2023-05-04T12:18:16+00:00,Driggs 285,7.8,pm25
2023-05-04T12:18:08+00:00,LES Breathe 4 - Williamsburg Bridge,9.2,pm25
2023-05-04T12:18:06+00:00,Purple Lorraine,9.3,pm25
2023-05-04T12:18:03+00:00,NBN - Bushwick and McKibbin,5.0,pm25
2023-05-04T12:18:03+00:00,WESS EH s25,6.5,pm25
2023-05-04T12:17:59+00:00,W36stNYC2,10.7,pm25
2023-05-04T12:17:59+00:00,MottAir01 Chinatown,10.2,pm25
2023-05-04T12:17:54+00:00,Beach JC,9.2,pm25
2023-05-04T12:17:48+00:00,Adelphi St,5.6,pm25
2023-05-04T12:17:44+00:00,20th Street btw 6th &amp; 7th Ave,7.9,pm25
2023-05-04T12:17:26+00:00,PurpleRecords-2,11.2,pm25
2023-05-04T12:17:25+00:00,"Hoboken, NJ ",6.6,pm25
2023-05-04T12:17:25+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T12:17:22+00:00,LESBreathe5,5.3,pm25
2023-05-04T12:17:18+00:00,Red Hook Farms - Columbia Street Farm 1,9.3,pm25
2023-05-04T12:17:16+00:00,NBN- Norman &amp; Russell,9.5,pm25
2023-05-04T12:16:55+00:00,LESBreathe3,7.3,pm25
2023-05-04T12:16:47+00:00,LESBreathe2,6.8,pm25
2023-05-04T12:16:43+00:00,PM - Chung Pak 4th Floor Rooftop,8.7,pm25
2023-05-04T12:16:42+00:00,PM - Chung Pak 13th Floor Rooftop,11.0,pm25
2023-05-04T12:16:32+00:00,Red Hook Initiative,9.3,pm25
2023-05-04T12:16:22+00:00,Columbia St,8.7,pm25
2023-05-04T12:16:22+00:00,LESBreathe1,6.1,pm25
2023-05-04T12:16:17+00:00,Hell's Kitchen,7.0,pm25
2023-05-04T12:16:16+00:00,Driggs 285,8.5,pm25
2023-05-04T12:16:08+00:00,LES Breathe 4 - Williamsburg Bridge,9.8,pm25
2023-05-04T12:16:03+00:00,WESS EH s25,7.9,pm25
2023-05-04T12:16:03+00:00,NBN - Bushwick and McKibbin,5.6,pm25
2023-05-04T12:16:00+00:00,MottAir01 Chinatown,11.3,pm25
2023-05-04T12:15:59+00:00,W36stNYC2,11.2,pm25
2023-05-04T12:15:54+00:00,Beach JC,8.8,pm25
2023-05-04T12:15:48+00:00,Adelphi St,6.4,pm25
2023-05-04T12:15:42+00:00,20th Street btw 6th &amp; 7th Ave,7.9,pm25
2023-05-04T12:15:27+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T12:15:26+00:00,PurpleRecords-2,11.4,pm25
2023-05-04T12:15:25+00:00,"Hoboken, NJ ",5.9,pm25
2023-05-04T12:15:22+00:00,LESBreathe5,5.0,pm25
2023-05-04T12:15:21+00:00,SunsetPark58th,7.7,pm25
2023-05-04T12:15:21+00:00,Montgomery and JFK Blvd,2.8,pm25
2023-05-04T12:15:18+00:00,Red Hook Farms - Columbia Street Farm 1,9.0,pm25
2023-05-04T12:15:16+00:00,NBN- Norman &amp; Russell,7.4,pm25
2023-05-04T12:14:55+00:00,LESBreathe3,7.9,pm25
2023-05-04T12:14:47+00:00,LESBreathe2,7.1,pm25
2023-05-04T12:14:43+00:00,PM - Chung Pak 4th Floor Rooftop,9.0,pm25
2023-05-04T12:14:42+00:00,PM - Chung Pak 13th Floor Rooftop,11.2,pm25
2023-05-04T12:14:39+00:00,Red Hook Initiative,8.9,pm25
2023-05-04T12:14:22+00:00,LESBreathe1,6.4,pm25
2023-05-04T12:13:59+00:00,MottAir01 Chinatown,10.6,pm25
2023-05-04T12:13:59+00:00,W36stNYC2,10.5,pm25
2023-05-04T12:13:54+00:00,Beach JC,10.0,pm25
2023-05-04T12:13:48+00:00,Adelphi St,5.2,pm25
2023-05-04T12:13:42+00:00,20th Street btw 6th &amp; 7th Ave,8.5,pm25
2023-05-04T12:13:31+00:00,Midtown-West,7.2,pm25
2023-05-04T12:13:27+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T12:13:26+00:00,PurpleRecords-2,11.4,pm25
2023-05-04T12:13:25+00:00,"Hoboken, NJ ",6.5,pm25
2023-05-04T12:13:22+00:00,LESBreathe5,5.0,pm25
2023-05-04T12:13:21+00:00,Montgomery and JFK Blvd,3.2,pm25
2023-05-04T12:13:21+00:00,SunsetPark58th,8.4,pm25
2023-05-04T12:13:16+00:00,NBN- Norman &amp; Russell,8.2,pm25
2023-05-04T12:12:55+00:00,LESBreathe3,7.1,pm25
2023-05-04T12:12:47+00:00,LESBreathe2,7.2,pm25
2023-05-04T12:12:45+00:00,PM - Chung Pak 4th Floor Rooftop,8.6,pm25
2023-05-04T12:12:42+00:00,PM - Chung Pak 13th Floor Rooftop,6.2,pm25
2023-05-04T12:12:32+00:00,Red Hook Initiative,9.3,pm25
2023-05-04T12:12:23+00:00,LESBreathe1,6.3,pm25
2023-05-04T12:12:21+00:00,Columbia St,9.3,pm25
